icao_id,name,state,wban_id,wmo_id,lat,lng,elevation_feet
KAJO,Corona Airport,CA,53175,,33.8977,-117.6024,162.46
KL35,Big Bear City Airport,CA,00115,,34.2638,-116.856,2057.1
KDVO,Novato / Gnoss Field,CA,00135,,38.14178,-122.55463,1.22
KCVH,"Hollister, CA",CA,00392,,36.8933,-121.4103,72.24
KHAF,Half Moon Bay Airport,CA,00228,,37.5136,-122.4996,20.12
KTSP,Tehachapi Municipal Airport,CA,00479,,35.135,-118.4392,1219.5
KNXF,Mcolf Camp Pendleton (Red Beach),CA,00369,,33.2856,-117.4565,27.13
KEDU,University Airport,CA,00174,,38.5315,-121.7865,21.03
KPVF,Placerville Airport,CA,00227,,38.7242,-120.7533,787.3
KLHM,Lincoln Regional Karl Harder Field,CA,00205,,38.9092,-121.3513,37.19
KO22,COLUMBIA,CA,00206,,38.03,-120.42,646.18
KO69,Petaluma Municipal Airport,CA,00320,,38.2578,-122.6053,27.13
KE16,South County Airport of Santa Clara County,CA,00395,,37.0815861,-121.5968056,86.26
KFOT,Fortuna Rohnerville Airport,CA,00396,,40.55296,-124.13338,119.18
KGOO,Nevada County Air Park,CA,00397,,39.224028,-121.003083,961.03
KO86,Trinity Center,CA,00346,,40.98452,-122.69342,728.17
KBAN,MCMWTC BRIDGEPORT,CA,00433,,38.3557,-119.5188,2057.1
KF70,Murrieta/Temecula French Valley,CA,,,33.5742,-117.1285,411.48
KL18,Fallbrook Community Airpark,CA,,,33.3542,-117.2509,215.8
KGXA,Gray Butte Field Airport,CA,,,34.5666,-117.6704,920.5
KCPU,San Andreas Calaveras County Airport,CA,,,38.1461,-120.6482,403.86
KL52,Oceano County Airport,CA,,,35.10147,-120.62236,4.27
KC83,Byron,CA,,,37.8276,-121.6244,23.16
KO32,Reedley Municipal Airport,CA,,,36.671,-119.45103,116.74
KL08,Borrego Valley Airport,CA,,,33.25903,-116.32097,158.5
KCCB,Cable Airport,CA,,,34.11161,-117.68739,438.61
KDLO,Delano Municipal Airport,CA,,,35.74556,-119.2365,95.71
KTCY,Tracy Municipal Airport,CA,,,37.6889,-121.44158,58.83
KHMT,Hemet-Ryan Airport,CA,,,33.73403,-117.02231,460.86
KAFF,Air Force Academy,CO,93065,74531,38.96667,-104.81667,0.0
KAKO,Colorado Plains Regional Airport,CO,24015,,40.17428,-103.21459,1427.99
KALS,San Luis Valley Regional Airport,CO,23061,72462,37.43933,-105.8618,2297.36
KAPA,Denver - Centennial Airport,CO,93067,,39.55991,-104.84841,1789.17
KASE,Aspen-Pitkin County Airport,CO,93073,,39.22992,-106.87051,2339.91
KBJC,Broomfield / Jeffco,CO,03065,,39.90085,-105.10417,1705.36
KBKF,Buckley Space Force Base,CO,23036,,39.71331,-104.75806,0.0
KCAG,Craig-Moffat Airport,CO,24046,72570,40.49297,-107.52394,1884.93
KCEZ,Cortez-Montezuma County Airport,CO,93069,,37.30706,-108.62644,1799.24
KCOS,City of Colorado Springs Municipal Airport,CO,93037,72466,38.80949,-104.68873,1884.16
KDEN,"Denver, Denver International Airport",CO,03017,72565,39.84658,-104.65622,1647.22
KDRO,Durango-La Plata County Airport,CO,93005,,37.14312,-107.76023,2020.58
KEEO,Meeker Airport,CO,94050,,40.0444,-107.88832,1940.77
KEGE,Eagle County Regional,CO,23063,,39.65,-106.91667,1980.29
KFCS,Butts Army Airfield (Fort Carson),CO,94015,72468,38.68312,-104.75977,0.0
KFNL,Fort Collins/Loveland - Northern Colorado Regional Airport,CO,94035,,40.45,-105.01667,0.0
KGJT,Grand Junction Regional Airport,CO,23066,72476,39.13389,-108.53861,1474.01
KGUC,"Gunnison, Gunnison-Crested Butte Regional Airport",CO,93007,,38.53333,-106.93333,2336.6
KGXY,"Greeley, Greeley-Weld County Airport",CO,24051,,40.43333,-104.63333,0.0
KHDN,"Hayden, Yampa Valley Airport",CO,94025,,40.48333,-107.21667,2011.68
KITR,Burlington - Carson County Airport,CO,03026,,39.24149,-102.2819,1278.22
KLAA,Lamar Municipal Airport,CO,03013,,38.07178,-102.68745,1123.99
KLHX,La Junta Municipal Airport,CO,23067,,38.04949,-103.51334,1278.68
KLIC,Limon Municipal Airport,CO,93010,74532,39.27334,-103.66738,1633.05
KLXV,"Leadville, Lake County Airport",CO,93009,,39.22806,-106.31611,3030.56
KMTJ,"Montrose, Montrose Regional Airport",CO,93013,,38.505,-107.8975,1739.49
KPUB,Pueblo Memorial Airport,CO,93058,72464,38.28869,-104.5057,1424.49
KRIL,Garfield County Regional Airport,CO,03016,,39.52793,-107.71961,1684.0
KSBS,Steamboat Springs,CO,94033,,40.5153,-106.86767,2096.72
KSPD,"Springfield, Comanche National Grassland",CO,03028,,37.28333,-102.61667,1337.01
KTAD,Perry Stokes Airport,CO,23070,,37.26218,-104.33184,1749.25
KTEX,"Telluride, Telluride Regional Airport",CO,03011,,37.95389,-107.90861,2770.94
KMYP,Salida - Monarch Pass,CO,03041,,38.4972,-106.3197,3667.05
KCCU,Copper Mountain - Red Cliff Pass,CO,03038,,39.47523,-106.15228,3680.16
KCPW,"Pagosa Springs, Wolf Creek Pass",CO,03039,,37.45139,-106.80028,3593.9
KMNH,Elbert Mountain - Monument Pass,CO,03040,,39.22317,-104.64226,2151.89
KVTP,"La Veta Mountain, La Veta Pass",CO,03042,,37.50111,-105.16694,3114.14
K04V,"Saguache, Saguache Municipal Airport",CO,03069,,38.09722,-106.16861,0.0
K20V,"Kremmling, Mc Elroy Airfield",CO,94076,,40.05361,-106.36889,2258.87
K4BM,Wilkerson Pass,CO,00422,,39.05028,-105.51444,3438.14
K5SM,Sunlight,CO,00424,,39.42556,-107.37917,3232.1
K7BM,Cottonwood Pass,CO,00385,,38.7825,-106.21806,2995.27
K0CO,Berthoud Pass,CO,00419,,39.79453,-105.76393,4113.28
K4V0,Rangely Airport,CO,,,40.09397,-108.76306,1607.82
KABH,ELLICOTT-B AFA,CO,53027,,38.7578,-104.3013,1846.48
KPSO,"Stevens Field, Pagosa Springs",CO,00165,,37.2862,-107.056,2335.07
KEIK,Erie Municipal Airport,CO,00161,,40.01169,-105.05033,1564.23
K1V6,Fremont County Airport,CO,,,38.42856,-105.10685,1657.81
K33V,Walden-Jackson County Airport,CO,00157,,40.7454,-106.2754,2486.25
KBDU,Boulder Municipal Airport,CO,00160,,40.0394297,-105.2258217,1612.09
KFLY,Meadow Lake Airport,CO,00280,,38.94391,-104.5684,2095.2
K2V5,Wray Municipal Airport,CO,00319,,40.09929,-102.24308,1121.05
KANK,Harriet Alexander Field Airport,CO,00159,,38.53828,-106.04864,2294.23
KAEJ,Central Colorado Regional Airport,CO,03064,,38.81416,-106.12069,0.0
KLMO,Vance Brand Airport,CO,00164,,40.16115,-105.16042,1541.07
KHEQ,Holyoke Airport,CO,00163,,40.57155,-102.27676,1137.21
KSTK,Sterling Municipal Airport,CO,00168,,40.61331,-103.26109,1231.09
KAJZ,Delta/Blake Field Airport,CO,00158,,38.78688,-108.06584,1583.13
KFMM,Fort Morgan Municipal Airport,CO,00162,,40.33148,-103.80704,1393.24
KCWN,Cheyenne Mountain,CO,,,38.74343,-104.84334,2114.0
K4V1,Spanish Peaks Airfield,CO,,,37.6966,-104.7848,1844.04
KRCV,Astronaut Kent Rominger - Del Norte,CO,,,37.7138,-106.352,2424.68
K2V6,Yuma Municipal Airport,CO,,,40.1046,-102.7128,1260.65
KGNB,Granby-Grand County Airport,CO,,,40.09006,-105.91664,2500.27
KBDL,"Windsor Locks, Bradley International Airport",CT,14740,72508,41.93806,-72.6825,51.6
KBDR,"Bridgeport, Sikorsky Memorial Airport",CT,94702,72504,41.16421,-73.12663,1.77
KDXR,"Danbury, Danbury Municipal Airport",CT,54734,,41.37167,-73.48444,137.97
KGON,"Groton / New London, Groton / New London Airport",CT,14707,,41.3275,-72.04944,2.47
KHFD,"Hartford, Hartford-Brainard Airport",CT,14752,,41.735,-72.65167,3.97
KHVN,"New Haven, Tweed-New Haven Airport",CT,14758,,41.26389,-72.88722,1.84
KIJD,"Willimantic, Windham Airport",CT,54767,,41.74194,-72.18361,74.86
KMMK,"Meriden, Meriden Markham Municipal Airport",CT,54788,,41.50972,-72.82778,29.6
KOXC,"Oxford, Waterbury-Oxford Airport",CT,64707,,41.48333,-73.13333,0.0
KSNC,"Chester, Chester Airport",CT,00169,,41.38389,-72.50583,127.1
KDOV,Dover Air Force Base,DE,13707,,39.13333,-75.46667,0.0
KGED,Georgetown - Delaware Coastal Airport,DE,13764,,38.68974,-75.36245,15.14
KILG,"Wilmington, New Castle County Airport",DE,13781,72418,39.67442,-75.60567,22.44
K33N,Delaware Airpark,DE,,,39.21869,-75.60047,17.07
KMLB,Melbourne International Airport,FL,12838,72204,28.09973,-80.6356,45.37
KAAF,"Apalachicola, Apalachicola",FL,12832,72220,29.72694,-85.02472,5.52
KAPF,"Naples, Naples Municipal Airport",FL,12897,,26.15,-81.76667,2.01
KBCT,"Boca Raton, Boca Raton Airport",FL,12803,,26.37861,-80.10778,0.0
KBKV,Brooksville-Tampa Bay Regional Airport,FL,12818,,28.47361,-82.45444,19.74
KBOW,Bartow Municipal,FL,12809,,27.95,-81.78333,0.0
KCEW,"Crestview, Sikes Airport",FL,13884,,30.77222,-86.52,47.07
KCOF,Cocoa - Patrick Air Force Base,FL,12867,74795,28.24219,-80.60799,0.0
KCRG,Jacksonville Craig Municipal Airport,FL,53860,74782,30.33709,-81.51275,11.88
KCTY,Cross City Airport,FL,12833,72212,29.633326,-83.105458,11.58
KDAB,Daytona Beach International Airport,FL,12834,74787,29.17354,-81.07186,7.93
KDTS,"Destin, Destin-Ft. Walton Beach Airport",FL,53853,,30.39333,-86.4675,5.42
KEYW,Key West International Airport,FL,12836,72201,24.55707,-81.75539,0.3
KFLL,Fort Lauderdale/Hollywood International Airport,FL,12849,74783,26.07874,-80.1622,0.96
KFMY,"Fort Myers, Page Field",FL,12835,,26.58417,-81.8625,3.83
KFPR,"Fort Pierce, St. Lucie County International Airport",FL,12895,,27.49806,-80.37667,5.65
KFXE,"Fort Lauderdale, Fort Lauderdale Executive Airport",FL,12885,,26.2,-80.18333,3.52
KGIF,Winter Havens Gilbert Airport,FL,12876,,28.06138,-81.75684,43.51
KGNV,"Gainesville, Gainesville Regional Airport",FL,12816,74756,29.69194,-82.27556,40.66
KHRT,Hurlburt Field,FL,03852,74777,30.41667,-86.68333,0.0
KHST,Homestead Air Reserve Base,FL,12826,,25.49488,-80.37324,0.0
KHWO,"Hollywood, North Perry Airport",FL,92809,,25.99889,-80.24111,1.94
KIMM,IMMOKALEE,FL,,,26.43,-81.4,10.97
KISM,Kissimmee Gateway Airport,FL,92813,,28.29236,-81.43716,24.99
KJAX,Jacksonville International Airport,FL,13889,72206,30.49534,-81.6937,10.09
KLAL,Lakeland Linder International Airport,FL,12883,,27.98333,-82.01667,0.0
KLEE,Leesburg International Airport,FL,12819,,28.82142,-81.80964,20.85
KMAI,Marianna Municipal Airport,FL,03818,74776,30.83698,-85.18347,32.76
KMCF,"Macdill Air Force Base, Fl.",FL,12810,74788,27.85,-82.5,0.0
KMCO,Orlando International Airport,FL,12815,72205,28.41826,-81.32413,27.11
KMIA,"Miami, Miami International Airport",FL,92803,72202,25.79056,-80.31639,4.3
KMTH,The Florida Keys - Marathon International Airport,FL,12896,,24.72626,-81.04765,0.91
KNIP,Jacksonville Naval Air Station,FL,93837,,30.23468,-81.67462,0.0
KNPA,Pensacola Naval Air Station,FL,03855,,30.35641,-87.32326,0.0
KNQX,Key West Naval Air Station,FL,12850,72201,24.58009,-81.68293,13.41
KNRB,Mayport Naval Station - Adm David L. McDonald Field,FL,03853,,30.39589,-81.42286,4.88
KNSE,Milton - Whiting Field Naval Air Station North,FL,93841,,30.72848,-87.02192,0.0
KOCF,Ocala International Airport - Jim Taylor Field,FL,12861,,29.16372,-82.22097,26.52
KOPF,"Miami, Opa Locka Airport",FL,12882,,25.91,-80.28306,1.32
KORL,Orlando Executive Airport,FL,12841,,28.54655,-81.33543,31.68
KPAM,Tyndall Air Force Base,FL,13846,74775,30.06444,-85.5637,0.0
KPBI,West Palm Beach - Palm Beach International Airport,FL,12844,72203,26.6851,-80.09919,3.51
KPGD,"Punta Gorda, Charlotte County Airport",FL,12812,,26.91778,-81.99361,6.13
KPIE,St. Petersburg/Clearwater Airport,FL,12873,,27.91259,-82.68554,0.14
KPMP,"Pompano Beach, Pompano Beach Airpark",FL,92805,,26.24556,-80.11139,4.58
KPNS,Pensacola - Pensacola International Airport,FL,13899,72222,30.47806,-87.18694,35.97
KRSW,"Fort Myers, Southwest Florida International Airport",FL,12894,,26.52694,-81.76639,8.21
KSFB,Orlando / Sanford Airport,FL,12854,,28.78333,-81.25,14.92
KSGJ,Northeast Florida Regional Airport,FL,92814,,29.95924,-81.34105,3.05
KSPG,Albert Whitted Airport,FL,92806,,27.76852,-82.62564,1.3
KSRQ,"Sarasota / Bradenton, Sarasota-Bradenton International Airport",FL,12871,,27.40139,-82.55861,5.26
KSUA,Witham Field Airport,FL,92815,,27.18157,-80.22519,5.49
KTIX,Titusville,FL,12898,,28.51667,-80.8,10.67
KTLH,Tallahassee International Airport,FL,93805,72214,30.39675,-84.35087,52.79
KTMB,"Miami, Kendall-Tamiami Executive Airport",FL,12888,,25.64194,-80.43472,1.83
KTPA,"Tampa, Tampa International Airport",FL,12842,72210,27.96139,-82.54028,13.11
KTTS,"Titusville, NASA Shuttle Landing Facility",FL,12886,,28.61667,-80.7,0.0
KVDF,"Tampa, Vandenberg Airport",FL,92816,,28.01983,-82.3415,6.71
KVPS,Valparaiso / Eglin Air Force Base,FL,13858,72221,30.48333,-86.51667,28.99
KVQQ,Cecil Airport,FL,63823,,30.21292,-81.8707,24.69
KVRB,"Vero Beach, Vero Beach Municipal Airport",FL,12843,74793,27.65556,-80.41806,5.65
KXMR,"Cocoa Beach, Cape Canaveral Air Force Station Skid Strip",FL,12868,74794,28.46667,-80.56667,2.99
KEVB,New Smyrna Beach Municipal Airport,FL,92808,,29.05687,-80.94909,0.0
KNDZ,"Milton, Whiting Field South",FL,53847,,30.69722,-87.02,49.89
KOMN,"Ormond Beach, Ormond Beach Municipal Airport",FL,92822,,29.30111,-81.11361,0.0
KPCM,"Plant City, Plant City Municipal Airport",FL,92824,,28.0,-82.15,0.0
KTPF,"Tampa, Peter O Knight Airport",FL,92825,,27.91556,-82.44917,0.0
KOBE,Okeechobee County Airport,FL,00360,,27.2628,-80.8498,10.06
KX26,Sebastian Municipal Airport,FL,,,27.81325,-80.49558,6.4
KINF,Inverness Airport,FL,00377,,28.8086,-82.3165,15.24
KCGC,Crystal River Airport,FL,00235,,28.8673,-82.5713,3.05
KECP,Panama City - Northwest Florida Beaches International Airport,FL,73805,,30.3582,-85.7956,17.13
KFHB,Fernandina Beach Municipal Airport,FL,00326,,30.61183,-81.46119,5.18
K2J9,Quincy Municipal Airport,FL,00325,,30.59787,-84.55743,21.03
KBCR,Tri-County Airport,FL,63871,,30.84389,-85.60175,31.17
K42J,Keystone Airpark,FL,00415,,29.84475,-82.04753,60.05
KFIN,Flagler County Airport,FL,00485,,29.4657,-81.20872,10.06
KVNC,Venice Municipal Airport,FL,00482,,27.0716,-82.44033,5.79
KTDR,Tyndall Drone Runway,FL,00338,,30.0333,-85.5333,5.18
KDED,DeLand Municipal Airport,FL,00299,,29.067,-81.2837,24.08
KZPH,Zephyrhills Airport,FL,00486,,28.2281,-82.1559,27.43
K54J,DeFuniak Spr AP,FL,,,30.7311,-86.1538,88.09
KMKY,Marco Island Airport,FL,,,25.995,-81.6725,1.52
K28J,Palatka Kay Larkin Field,FL,,,29.6586,-81.6889,14.94
K24J,Suwannee County Airport,FL,,,30.3001,-83.0247,31.7
K54A,PLACIDA,FL,,,26.85,-82.25,1.22
KLCQ,Lake City Municipal Airport,FL,,,30.1821,-82.5769,61.26
KCLW,Clearwater Air Park,FL,92828,,27.9742,-82.7563,21.64
KX60,Williston Montbrook Airport,FL,,,29.3557,-82.4719,23.16
KSEF,Sebring Regional Airport,FL,,,27.45639,-81.34239,19.2
KX07,Lake Wales Municipal Airport,FL,,,27.89389,-81.62042,38.71
KF45,North Palm Beach County General Aviation Airport,FL,,,26.84592,-80.22233,6.71
K2IS,Airglades Airport,FL,,,26.73517,-81.05106,6.1
KLNA,Palm Beach County Park Airport,FL,,,26.59305,-80.08506,4.27
KABY,Southwest Georgia Regional Airport,GA,13869,72216,31.53652,-84.19571,58.24
KAGS,"Augusta, Bush Field",GA,03820,72218,33.36444,-81.96333,40.9
KAHN,"Athens, Athens Airport",GA,13873,72311,33.95083,-83.32806,239.04
KAMG,"Alma, Bacon County Airport",GA,13870,72316,31.53611,-82.50667,58.19
KATL,"Atlanta, Hartsfield - Jackson Atlanta International Airport",GA,13874,72219,33.64028,-84.42694,308.25
KAYS,"Waycross / Ware County, Ga",GA,13861,72213,31.25,-82.4,0.0
KBGE,"Bainbridge, Decatur County Industrial Air Park Airport",GA,53882,,30.96667,-84.63333,42.98
KBQK,Brunswick / Glynco,GA,53883,,31.25,-81.46667,7.92
KCCO,"Newnan, Newnan Coweta County Airport",GA,53884,,33.31222,-84.77028,295.66
KCSG,"Columbus, Columbus Metropolitan Airport",GA,93842,,32.51611,-84.94222,119.98
KDNL,Augusta Daniel Field,GA,13837,,33.4669,-82.03836,125.1
KDNN,"Dalton, Dalton Municipal Airport",GA,53885,,34.72167,-84.86917,216.41
KFFC,Atlanta Regional Airport-Falcon Field,GA,53819,72215,33.35436,-84.56893,244.91
KFTY,Fulton County Airport-Brown Field,GA,03888,,33.77764,-84.52461,245.04
KGVL,"Gainesville, Gilmer Memorial Airport",GA,53838,,34.27194,-83.83028,386.42
KIIY,"Washington, Washington-Wilkes County Airport",GA,53898,,33.77972,-82.81639,196.6
KLHW,Wright Army Airfield (Fort Stewart)/Midcoast Regional Airport,GA,03875,,31.88724,-81.56244,0.0
KLSF,Fort Benning,GA,13829,72225,32.33333,-84.83333,0.0
KLZU,Gwinnett County Airport-Briscoe Field,GA,63803,,33.98288,-83.95842,323.39
KMCN,Middle Georgia Regional Airport,GA,03813,72217,32.68892,-83.65293,104.52
KMGE,Marietta / Dobbins Air Force Base,GA,13864,72227,33.91667,-84.51667,0.0
KMGR,"Moultrie, Moultrie Municipal Airport",GA,53817,,31.08472,-83.80306,86.26
KOPN,"Thomaston, Thomaston-Upson County Airport",GA,63809,,32.955,-84.26444,242.62
KPDK,"Atlanta, De Kalb-Peachtree Airport",GA,53863,,33.87833,-84.29806,298.4
KRMG,"Rome, R. B. Russell Airport",GA,93801,72320,34.34778,-85.16111,194.78
KRYY,Cobb County International Airport - McCollum Field,GA,63813,,34.01467,-84.59635,316.99
KSAV,Savannah-Hilton Head International Airport,GA,03822,72207,32.13137,-81.20226,8.73
KSSI,"Brunswick, Malcolm McKinnon Airport",GA,13878,,31.15167,-81.39139,4.29
KSVN,Hunter U. S. Army Airfield,GA,13824,,32.01667,-81.15,0.0
KTBR,"Statesboro, Statesboro-Bulloch County Airport",GA,63818,,32.48306,-81.73722,57.0
KVAD,Moody Air Force Base,GA,13857,74781,30.97913,-83.19247,0.0
KVDI,"Vidalia, Vidalia Municipal Airport",GA,63822,,32.1925,-82.37194,83.52
KVLD,Valdosta Regional Airport,GA,93845,,30.77632,-83.27389,58.73
KVPC,Cartersville Airport,GA,53873,,34.11589,-84.85064,230.0
KWDR,"Winder, Winder-Barrow Airport",GA,03832,,33.98222,-83.66806,0.0
KWRB,Warner Robins Air Force Base,GA,13860,,32.63333,-83.6,0.0
KLGC,LaGrange-Callaway Airport,GA,03821,,33.00617,-85.06609,207.87
KBIJ,"Blakely, Early County Airport",GA,63835,,31.39694,-84.895,65.23
KCNI,"Canton, Cherokee County Airport",GA,00355,,34.31056,-84.42389,372.16
KDQH,"Douglas, Douglas Municipal Airport",GA,63842,,31.47667,-82.86028,78.33
KEZM,"Eastman, Heart of Georgia Regional Airport",GA,00337,,32.21417,-83.12778,93.27
KHQU,"Thomson, Thomson-McDuffie County Airport",GA,63836,,33.52944,-82.51639,151.79
KJYL,"Sylvania, Plantation Airpark",GA,63846,,32.64528,-81.59639,57.3
KMLJ,"Milledgeville, Baldwin County Airport",GA,63886,,33.15417,-83.24056,0.0
KDBN,"Dublin, W H 'Bud' Barron Airport",GA,63881,,32.56444,-82.985,0.0
KHOE,Homerville Airport,GA,00128,,31.0559,-82.7741,57.3
KCWV,Claxton Evans County Airport,GA,00366,,32.1951,-81.8696,34.14
KTVI,Thomasville Regional Airport,GA,00267,,30.90179,-83.88113,80.16
KSBO,Swainsboro Emanuel County Airport,GA,00330,,32.6091,-82.3699,100.28
KCVC,Covington Municipal Airport,GA,,,33.632,-83.85,246.58
KPUJ,Dallas Paulding County Regional Airport,GA,00252,,33.919,-84.952,393.19
KCTJ,Carrollton West Georgia Regional Airport,GA,00249,,33.63,-85.15,354.18
KACJ,Americus Souther Field Airport,GA,00328,,32.11081,-84.18886,142.65
K6A1,Butler Municipal Airport,GA,00335,,32.567,-84.251,203.3
K6A2,Griffin Spalding County Airport,GA,00339,,33.227,-84.2749,292.3
KAZE,Hazlehurst Airport,GA,00352,,31.8847,-82.6474,78.03
KFZG,Fitzgerald Municipal Airport,GA,00350,,31.6839,-83.2709,111.25
KJES,Jesup-Wayne County Airport,GA,00248,,31.554,-81.8825,33.22
KTMA,Tifton Henry Tift Myers,GA,00250,,31.429,-83.4885,108.2
KTOC,Toccoa Le Tourneau Airport,GA,00382,,34.5928,-83.2964,303.28
KCKF,Cordele Crisp County Airport,GA,00439,,31.9888,-83.7739,94.79
KBHC,Baxley Municipal Airport,GA,,,31.7138,-82.3938,61.26
KPXE,Perry-Houston County Airport,GA,,,32.5106,-83.7673,127.41
KOKZ,Sandersville Kaolin Field Airport,GA,,,32.9667,-82.8382,133.5
KCXU,Camilla-Mitchell County Airport,GA,,,31.2132,-84.2352,53.34
K18A,Franklin County Airport,GA,,,34.3404,-83.1308,262.13
KAJR,Cornelia Habersham County Airport,GA,,,34.4998,-83.5567,441.05
KJZP,Jasper Pickens County Airport,GA,,,34.45417,-84.45971,467.87
K49A,Gilmer County Airport,GA,,,34.6301,-84.5271,452.93
KDZJ,Blairsville Airport,GA,,,34.8544,-83.9973,581.99
K9A5,Barwick Lafayette Airport,GA,,,34.6885,-85.2903,236.83
KCZL,Calhoun Tom B. David Field Airport,GA,,,34.4554,-84.9392,197.21
KHMP,Henry County Airport,GA,,,33.3899,-84.331,268.83
KPIM,Pine Mountain Harris County Airport,GA,,,32.8407,-84.8824,274.93
K17J,Donalsonville Municipal Airport,GA,,,31.00697,-84.87761,44.81
KD73,Monroe-Walton County Airport,GA,,,33.78253,-83.69281,264.26
K2J3,Louisville Municipal Airport,GA,,,32.98594,-82.38481,99.97
K48A,Cochran Airport,GA,,,32.3994,-83.2759,102.41
K2J5,Millen Airport,GA,,,32.8935,-81.9654,72.24
KMHP,Metter Municipal Airport,GA,,,32.37397,-82.08144,60.05
KRVJ,Swinton Smith Field at Reidsville Municipal Airport,GA,,,32.05949,-82.15358,59.44
KMQW,Telfair-Wheeler Airport,GA,,,32.09699,-82.87941,61.57
PHBK,"Kekaha, Pacific Missile Test Facility Barking Sands",HI,22501,91162,22.03639,-159.78639,4.7
PHNL,Daniel K Inouye International Airport,HI,22521,91182,21.3275,-157.94306,1.87
PHTO,"Hilo, Hilo International Airport",HI,21504,91285,19.72222,-155.05583,11.0
PHKO,"Kailua / Kona, Keahole Airport",HI,21510,,19.74083,-156.05056,11.28
PHLI,"Lihue, Lihue Airport",HI,22536,91165,21.98389,-159.34111,32.31
PHNY,"Lanai City, Lanai Airport",HI,22524,,20.78556,-156.95139,396.24
PHMK,"Kaunakakai, Molokai Airport",HI,22534,91186,21.15,-157.1,134.2
PHOG,"Kahului, Kahului Airport",HI,22516,91190,20.8925,-156.43694,14.0
PHJH,Lahaina - West Maui,HI,22552,,20.96307,-156.67466,73.15
PHHI,Wheeler Air Force Base / Oahu,HI,22508,91170,21.48333,-158.03333,257.86
PHJR,"Oahu, Kalaeloa Airport",HI,22551,91178,21.30833,-158.06806,3.14
PHNG,"Kaneohe, Marine Corps Air Station",HI,22519,91176,21.45389,-157.76556,0.0
PHSF,Bradshaw Army Air Field / Hawaii,HI,21508,,19.78333,-155.55,1798.32
KADU,"Audubon, Audubon County Airport",IA,94998,,41.70111,-94.92028,0.0
KAIO,Atlantic,IA,14930,,41.4,-95.05,0.0
KALO,"Waterloo, Waterloo Municipal Airport",IA,94910,72548,42.55444,-92.40111,264.17
KAMW,"Ames, Ames Municipal Airport",IA,94989,,41.99056,-93.61889,281.46
KAWG,Washington,IA,04903,,41.28333,-91.66667,229.82
KAXA,Algona,IA,04904,,43.08333,-94.26667,371.55
KBNW,Boone Municipal,IA,04906,,42.05,-93.85,353.57
KBRL,Burlington Regional Airport,IA,14931,72542,40.77293,-91.12543,208.16
KCAV,Clarion,IA,04907,,42.75,-93.76667,354.18
KCBF,Council Bluffs,IA,04908,,41.26125,-95.7604,381.91
KCCY,Charles City,IA,14966,,43.06667,-92.61667,342.9
KCID,Cedar Rapids Airport,IA,14990,72545,41.88295,-91.72456,256.0
KCIN,Carroll,IA,04910,,42.05,-94.78333,366.98
KCNC,Chariton,IA,04913,,41.03333,-93.36667,320.04
KCSQ,Creston Municipal Airport,IA,04915,,41.01886,-94.361,394.41
KCWI,Clinton Municipal Airport,IA,94979,,41.82954,-90.33279,213.36
KDBQ,Dubuque Regional Airport,IA,94908,72547,42.39837,-90.7091,316.88
KDEH,Decorah,IA,04916,,43.28333,-91.73333,352.65
KDNS,Denison,IA,04917,,41.98333,-95.38333,388.92
KDSM,Des Moines International Airport,IA,14933,72546,41.53399,-93.65307,286.29
KDVN,Davenport Municipal Airport,IA,94982,74455,41.61338,-90.59479,230.49
KEBS,Webster City Municipal Airport,IA,04920,,42.43724,-93.87237,341.68
KEOK,Keokuk Municipal Airport,IA,04921,,40.46149,-91.42739,0.0
KEST,"Estherville, Estherville Municipal Airport",IA,94971,,43.40111,-94.74722,400.6
KFFL,Fairfield Municipal Airport,IA,04925,,41.0521,-91.98339,243.54
KFOD,Fort Dodge,IA,94933,72549,42.55,-94.18333,0.0
KFSW,Fort Madison Municipal Airport,IA,04930,,40.66154,-91.32672,220.68
KHNR,"Harlan, Harlan Municipal Airport",IA,04936,,41.58444,-95.33972,375.21
KICL,Schenck Field Airport,IA,04937,,40.72421,-95.02224,302.36
KIKV,Ankeny Regional Airport,IA,04938,,41.68782,-93.56944,277.37
KIOW,Iowa City Municipal Airport,IA,14937,,41.63945,-91.5445,198.74
KLRJ,Le Mars Municipal Airport,IA,04942,,42.77478,-96.19239,364.54
KLWD,"Lamoni, Lamoni Municipal Airport",IA,94991,,40.63056,-93.90083,345.52
KMCW,Mason City Municipal Airport,IA,14940,,43.15442,-93.32607,362.12
KMIW,"Marshalltown, Marshalltown Municipal Airport",IA,94988,,42.11056,-92.91611,295.25
KMPZ,"Mount Pleasant, Mount Pleasant Municipal Airport",IA,04947,,40.94667,-91.51111,223.72
KMUT,Muscatine,IA,04950,,41.36667,-91.15,0.0
KOLZ,Oelwein Municipal Airport,IA,04955,,42.68316,-91.97595,327.96
KOTM,Ottumwa Regional Airport,IA,14950,,41.10082,-92.44451,254.31
KOXV,Knoxville,IA,04962,,41.3,-93.11667,282.24
KPEA,"Pella, Pella Municipal Airport",IA,04964,,41.4,-92.93333,269.75
KRDK,Red Oak,IA,04966,,41.01667,-95.26667,318.21
KSDA,Shenandoah Municipal,IA,04973,,40.75,-95.41667,295.96
KSHL,Sheldon,IA,04975,,43.21667,-95.83333,432.51
KSLB,Storm Lake,IA,04976,,42.6,-95.23333,453.54
