icao_id,name,state,wban_id,wmo_id,lat,lng,elevation_feet
KBGR,"Bangor, Bangor International Airport",ME,14606,72607,44.79722,-68.81861,44.92
KBHB,"Bar Harbor, Hancock County-Bar Harbor Airport",ME,14616,,44.45,-68.36667,26.82
KCAR,"Caribou, Caribou Municipal Airport",ME,14607,72712,46.86722,-68.01333,190.99
KFVE,"Frenchville, Northern Aroostook Regional Airport",ME,04836,,47.285,-68.30722,300.15
KGNR,Greenville,ME,94626,72619,45.46462,-69.5538,424.28
KHUL,"Houlton, Houlton International Airport",ME,14609,,46.12306,-67.79194,146.42
KIWI,Wiscasset Airport,ME,94623,,43.96401,-69.71076,16.19
KIZG,"Fryeburg, Eastern Slopes Regional Airport",ME,54772,,43.98917,-70.95028,137.9
KLEW,Auburn-Lewiston,ME,94709,,44.05,-70.28333,0.0
KPQI,Presque Isle,ME,14604,72713,46.68333,-68.05,0.0
KPWM,"Portland, Portland International Jetport",ME,14764,72606,43.64222,-70.30444,13.49
KRKD,"Rockland, Knox County Regional Airport",ME,94601,,44.06667,-69.1,14.33
KSFM,"Sanford, Sanford Regional Airport",ME,64709,,43.4,-70.71667,74.37
KWVL,"Waterville, Waterville Robert LaFleur Airport",ME,14615,,44.53333,-69.68333,94.49
K8B0,Steven A Bean Municipal Airport,ME,,,44.99,-70.6623,556.26
KACB,"Bellaire, Antrim County Airport",MI,04863,,44.98833,-85.19833,188.98
KADG,"Adrian, Lenawee County Airport",MI,04847,,41.86778,-84.07944,244.05
KAMN,"Alma, Gratiot Community Airport",MI,54816,,43.32194,-84.68778,227.69
KANJ,Sault Ste. Marie,MI,14847,72734,46.47944,-84.35722,219.75
KAPN,"Alpena, Alpena County Regional Airport",MI,94849,72639,45.07167,-83.56444,208.25
KARB,"Ann Arbor, Ann Arbor Municipal Airport",MI,94889,,42.22389,-83.74,250.63
KAZO,Kalamazoo/Battle Creek International Airport,MI,94815,,42.2283,-85.54595,263.34
KBAX,Huron County Memorial Airport,MI,54817,,43.77741,-82.98271,233.48
KBEH,Southwest Michigan Regional Airport,MI,94871,,42.12896,-86.41515,195.43
KBIV,Holland - West Michigan Regional Airport,MI,04839,,42.74611,-86.09667,206.49
KBTL,Battle Creek Executive Airport,MI,14815,,42.31197,-85.24144,282.49
KCAD,Wexford County Airport,MI,14817,,44.27847,-85.42069,397.76
KCIU,"Sault Ste Marie, Chippewa County International Airport",MI,04869,,46.25,-84.46667,0.0
KCMX,Houghton County Memorial Airport,MI,14858,72744,47.16597,-88.48072,323.88
KCVX,"Charlevoix, Charlevoix Municipal Airport",MI,04870,,45.30472,-85.27472,196.9
KDET,Coleman A Young Municipal Airport,MI,14822,,42.40729,-83.00894,189.83
KDTW,"Detroit, Detroit Metropolitan Wayne County Airport",MI,94847,72537,42.23139,-83.33083,191.87
KDUH,"Lambertville, Toledo Suburban Airport",MI,04872,,41.73583,-83.65528,203.91
KERY,"Newberry, Luce County Airport",MI,04874,,46.31111,-85.45722,281.33
KESC,Delta County Airport,MI,94853,,45.72268,-87.09372,181.05
KFNT,"Flint, Bishop International Airport",MI,14826,72637,42.96667,-83.74944,234.85
KGLR,Gaylord Regional Airport,MI,04854,,45.01658,-84.68937,405.94
KGOV,"Grayling, Grayling Army Airfield",MI,04878,,44.68028,-84.72889,350.22
KGRR,"Grand Rapids, Gerald R. Ford International Airport",MI,94860,72635,42.88083,-85.52278,240.26
KHTL,"Houghton Lake, Roscommon County Airport",MI,94814,72638,44.35111,-84.67417,350.6
KHYX,Saginaw County H W Browne Airport,MI,04829,,43.43191,-83.86476,182.88
KIMT,"Iron Mountain / Kingsford, Ford Airport",MI,94893,,45.81417,-88.10889,343.17
KIRS,"Sturgis, Kirsch Municipal Airport",MI,54827,,41.81278,-85.43917,281.94
KISQ,"Manistique, Schoolcraft County Airport",MI,04881,,45.97472,-86.17194,209.09
KIWD,"Ironwood, Gogebic-Iron County Airport",MI,94926,,46.53333,-90.13333,0.0
KJXN,Jackson County Airport - Reynolds Field,MI,14833,,42.26171,-84.46147,295.94
KJYM,Hillsdale Municipal Airport,MI,04882,,41.91972,-84.58528,360.27
KLAN,Capital Region International Airport,MI,14836,72539,42.77616,-84.5997,261.23
KLDM,"Ludington, Mason County Airport",MI,04883,,43.96667,-86.4,195.07
KMBL,Manistee County - Blacker Airport,MI,94894,,44.27142,-86.23773,189.28
KMBS,MBS International Airport,MI,14845,,43.5281,-84.08129,201.73
KMCD,Mackinac Island Airport,MI,54820,,45.86628,-84.63437,225.55
KMGN,"Harbor Springs, Harbor Springs Airport",MI,04884,,45.42556,-84.91333,206.35
KMKG,"Muskegon, Muskegon County Airport",MI,14840,72636,43.17111,-86.23667,190.32
KMNM,Menominee - Marinette Twin County Airport,MI,94896,,45.12628,-87.64438,0.0
KMOP,"Mount Pleasant, Mount Pleasant Municipal Airport",MI,04885,,43.61667,-84.73333,230.12
KMTC,Selfridge Air National Guard Base,MI,14804,,42.60458,-82.83528,176.78
KOEB,Branch County Memorial Airport,MI,04886,,41.93085,-85.05429,292.3
KONZ,"Detroit/Grosse Ile, Grosse Ile Airport",MI,54819,,42.09861,-83.16111,178.92
KOSC,"Oscoda, Oscoda-Wurtsmith Airport",MI,14808,,44.45,-83.36667,0.0
KOZW,"Howell, Livingston County Airport",MI,04887,,42.62944,-83.98417,287.73
KP58,Port Hope,MI,94898,,44.02194,-82.79306,180.01
KP59,Copper Harbor,MI,94899,72538,47.46694,-87.875,185.01
KPHN,St Clair County International Airport,MI,04888,,42.91031,-82.53315,195.07
KPLN,Pellston Regional Airport of Emmet County,MI,14841,,45.56443,-84.79287,215.29
KPTK,"Pontiac, Oakland County International Airport",MI,94817,,42.66306,-83.41,295.39
KRMY,Brooks Field Airport,MI,54821,,42.25238,-84.95253,286.82
KRQB,"Big Rapids, Roben-Hood Airport",MI,14864,,43.7225,-85.50417,282.85
KSAW,"Marquette, Sawyer International Airport",MI,94836,,46.35361,-87.39528,0.0
KSJX,"Beaver Island, Beaver Island Airport",MI,04892,,45.69222,-85.56639,203.0
KSLH,"Cheboygan, Cheboygan County Airport",MI,04893,,45.65361,-84.51917,193.55
KTEW,"Mason, Mason Jewett Field Airport",MI,54822,,42.56583,-84.42333,281.03
KTTF,"Monroe, Custer Airport",MI,54823,,41.94,-83.43472,186.54
KTVC,Cherry Capital Airport,MI,14850,,44.73898,-85.56788,185.21
KYIP,"Detroit, Willow Run Airport",MI,14853,,42.23667,-83.52611,215.67
KFPK,"Charlotte, Fitch H Beach Airport",MI,04877,,42.57444,-84.81139,267.61
KFKS,"Frankfort, Frankfort Dow Memorial Field Airport",MI,54818,,44.625,-86.20056,192.63
KLWA,"South Haven, South Haven Area Regional Airport",MI,54826,,42.35083,-86.25611,203.0
KP53,Munising - Munising Lakeshore Observation,MI,54813,,46.41167,-86.65083,186.54
KPZQ,"Rogers City, Presque Isle County Airport",MI,54825,,45.40694,-83.81278,204.22
KRNP,"Owosso, Owosso Community Airport",MI,54824,,42.99278,-84.13889,224.33
KCFS,"Caro, Tuscola Area Airport",MI,54828,,43.45861,-83.44528,213.66
KVLL,"Troy, Oakland/Troy Airport",MI,54829,,42.54278,-83.17778,218.24
KDRM,Drummond Island Airport,MI,54844,,46.0072,-83.7427,202.69
KHAI,Haines Memorial Airport,MI,54850,,41.9598,-85.5934,0.0
KFFX,Fremont Municipal Airport,MI,00140,,43.43933,-85.99483,253.29
KIKW,Jack Barstow Airport,MI,00216,,43.6624,-84.26213,194.16
KY70,Ionia County Airport,MI,00240,,42.938,-85.0605,249.02
KD95,Lapeer Dupont-lapeer,MI,00298,,43.0665,-83.2715,254.2
KY31,West Branch Community Airport,MI,,,44.2448,-84.1798,268.83
KACQ,Waseca Municipal Airport,MN,54916,,44.07024,-93.55342,343.2
KADC,Wadena Municipal Airport,MN,94997,,46.45022,-95.21353,417.58
KAEL,"Albert Lea, Albert Lea Municipal Airport",MN,94968,,43.68333,-93.36667,383.74
KAIT,Aitkin Municipal Airport - Steve Kurtz Field,MN,94999,,46.54899,-93.67573,366.98
KANE,Minneapolis / Blaine,MN,94974,,45.14258,-93.21272,277.98
KAQP,Appleton Municipal Airport,MN,54917,,45.22488,-96.00412,310.9
KAUM,Austin Municipal,MN,04902,,43.66667,-92.93333,375.82
KAXN,"Alexandria, Chandler Field",MN,14910,,45.86861,-95.39417,432.78
KBBB,Benson Municipal Airport,MN,54904,,45.33098,-95.64692,316.69
KBDE,Baudette International Airport,MN,94961,,48.72605,-94.61215,329.79
KBJI,Bemidji,MN,14958,72755,47.50762,-94.92783,424.28
KBRD,Brainerd - Crow Wing County Airport,MN,94938,,46.40205,-94.12734,372.47
KCBG,Cambridge Municipal Airport,MN,04909,,45.56275,-93.26436,288.04
KCDD,Crane Lake - Scotts Seaplane Base,MN,94977,,48.26014,-92.47485,0.0
KCKC,Grand Marais/Cook County Airport,MN,04911,,47.83665,-90.38644,548.03
KCKN,Crookston Municipal Field,MN,04912,,47.84042,-96.6201,274.02
KCOQ,Cloquet Carlton County Airport,MN,04914,,46.69869,-92.5034,0.0
KCQM,Cook Municipal Airport,MN,54905,,47.81997,-92.68169,404.47
KDLH,Duluth International Airport,MN,14913,72745,46.84347,-92.1866,433.4
KDTL,Detroit Lakes Airport-Wething Field,MN,94962,,46.82854,-95.88567,0.0
KDXX,"Madison, Madison-Lac Qui Parle County Airport",MN,04918,,44.98394,-96.17884,329.79
KDYT,Duluth - Sky Harbor Airport,MN,04919,,46.72452,-92.04448,185.93
KELO,"Ely, Ely Municipal Airport",MN,94964,,47.81667,-91.83333,0.0
KETH,Wheaton Municipal Airport,MN,04922,,45.78284,-96.54607,0.0
KEVM,Eveleth-Virginia Municipal Airport,MN,04923,,47.4274,-92.49717,0.0
KFBL,"Faribault, Faribault Municipal Airport",MN,94969,,44.32983,-93.31186,0.0
KFCM,Minneapolis - Flying Cloud Airport,MN,94963,,44.83217,-93.47051,275.73
KFFM,Fergus Falls Municipal Airport-Einar Mickel,MN,94966,,46.28655,-96.15338,0.0
KFGN,Flag Island,MN,04926,,49.31667,-94.9,329.18
KFKA,"Preston, Fillmore County Airport",MN,04927,,43.67701,-92.17422,388.92
KFOZ,Bigfork Municipal Airport,MN,04928,,47.78317,-93.65326,411.18
KFRM,"Fairmont, Fairmont Municipal Airport",MN,94948,,43.65,-94.41667,353.87
KFSE,"Fosston, Fosston Municipal Airport",MN,04929,,47.59278,-95.77333,0.0
KGHW,Glenwood Municipal Airport,MN,04931,,45.64564,-95.31876,424.59
KGNA,"Grand Marais, The Bay of Grand Marais",MN,94992,,47.7472,-90.3444,185.01
KGPZ,"Grand Rapids, Grand Rapids/Itasca County Airport-Gordon Newstrom Field",MN,94919,,47.21667,-93.51667,0.0
KGYL,Glencoe Municipal Airport,MN,04932,,44.7588,-94.0905,302.36
KHCD,"Hutchinson, Hutchinson Municipal Airport-Butler Field",MN,04933,,44.85961,-94.38551,323.09
KHCO,Hallock Municipal Airport,MN,04934,,48.75245,-96.93759,249.63
KHIB,Chisholm-Hibbing Airport,MN,94931,,47.38039,-92.83245,408.22
KBDH,Willmar Municipal Airport - John L. Rice Field,MN,00125,,45.11113,-95.12583,344.12
KINL,Falls International Airport,MN,14918,72747,48.55944,-93.39556,357.29
KJKJ,Moorhead Municipal Airport,MN,04939,,46.8404,-96.65442,279.5
KJMR,Mora Municipal Airport,MN,04940,,45.88863,-93.26901,308.46
KJYG,St. James Municipal Airport,MN,54906,,43.98558,-94.55299,325.22
KLJF,Litchfield Municipal Airport,MN,04941,,45.09485,-94.50837,347.47
KLVN,"Minneapolis, Airlake Airport",MN,04943,,44.62778,-93.22806,292.61
KLXL,"Little Falls, Little Falls/Morrison County Airport-Lindbergh Field",MN,04944,,45.95,-94.35,341.99
KMGG,"Maple Lake, Maple Lake Municipal Airport",MN,04945,,45.23535,-93.98959,313.33
KMIC,"Minneapolis, Crystal Airport",MN,94960,,45.0625,-93.35083,263.37
KMJQ,"Jackson, Jackson Municipal Airport",MN,04946,,43.65,-94.98333,440.74
KMKT,"Mankato, Mankato Regional Airport",MN,14954,,44.21667,-93.91667,0.0
KMML,"Marshall, Southwest Minnesota Regional Airport - Marshall/Ryan Field",MN,94976,,44.45,-95.81667,0.0
KMOX,"Morris, Morris Municipal Airport",MN,04948,,45.56667,-95.96667,344.42
KMSP,"Minneapolis, Minneapolis-St. Paul International Airport",MN,14922,72658,44.88306,-93.22889,254.54
KMVE,Montevideo-Chippewa County Airport,MN,04951,,44.96749,-95.71159,315.16
KMWM,Windom Municipal Airport,MN,04952,,43.90999,-95.10723,0.0
KMZH,Moose Lake Carlton County Airport,MN,04954,,46.41632,-92.80491,327.96
KONA,"Winona, Winona Municipal Airport-Max Conrad Field",MN,04956,,44.08333,-91.7,199.95
KORB,Orr Regional Airport,MN,04958,,48.01707,-92.85376,399.59
KOTG,"Worthington, Worthington Municipal Airport",MN,94927,,43.65,-95.58333,478.54
KOVL,Olivia Regional Airport,MN,04960,,44.77923,-95.03033,327.96
KOWA,Owatonna Degner Regional Airport,MN,04961,,44.11907,-93.25687,349.3
KPKD,Park Rapids Municipal Airport,MN,94967,,46.89968,-95.06681,439.25
KPNM,Princeton,MN,54914,,45.56425,-93.60801,298.4
KPQN,Pipestone Municipal Airport,MN,04965,,43.98542,-96.29764,529.13
KPWC,Pine River Regional Airport,MN,54915,,46.72654,-94.38485,394.72
KROS,Rush City Regional Airport,MN,04969,,45.69628,-92.95424,281.33
KRRT,Warroad International Memorial Airport,MN,04971,,48.93183,-95.34046,327.36
KRST,"Rochester, Rochester International Airport",MN,14925,72644,43.90417,-92.49167,397.93
KRWF,Redwood Falls Municipal Airport,MN,14992,,44.54828,-95.08042,312.69
KSAZ,"Staples, Staples Municipal Airport",MN,54910,,46.38083,-94.80667,392.28
KSGS,South St. Paul Municipal-Richard E. Flemi,MN,04974,,44.86006,-93.03203,249.94
KSTC,St. Cloud Regional Airport,MN,14926,72655,45.54415,-94.05165,310.21
KSTP,Downtown Holman Field,MN,14927,,44.93237,-93.05588,213.31
KTOB,Dodge Center Airport,MN,04978,,44.02026,-92.8295,397.76
KTVF,"Thief River Falls, Thief River Falls Regional Airport",MN,94956,,48.06667,-96.18333,339.85
KTWM,Two Harbors,MN,04979,,47.05,-91.75,329.18
KULM,New Ulm Municipal Airport,MN,04980,,44.32274,-94.50244,308.15
KVVV,"Ortonville, Ortonville Muncipal-Martinson Field Airport",MN,04982,,45.30556,-96.42444,335.28
KVWU,Waskish Municipal Airport,MN,04983,,48.15014,-94.512,359.97
KXVG,"Longville, Longville Municipal Airport",MN,04984,,46.99028,-94.20389,406.6
KPEX,"Paynesville, Paynesville Municipal Airport",MN,54927,,45.37247,-94.73878,0.0
KCFE,"Buffalo, Buffalo Municipal Airport",MN,54901,,45.15889,-93.84306,294.74
KGDB,"Granite Falls, Granite Falls Municipal Airport/Lenzen-Roe Memorial Field",MN,04999,,44.75306,-95.55583,319.13
KHZX,Mc Gregor - Isedor Iverson Airport,MN,04997,,46.61904,-93.31267,374.29
KDVP,Slayton Municipal Airport,MN,54924,,43.99055,-95.78102,0.0
KLYV,Quentin Aanenson Field Airport,MN,54926,,43.62166,-96.21394,0.0
KSYN,Stanton Airfield,MN,54930,,44.47362,-93.01448,0.0
KTKC,"Tracy, Tracy Municipal Airport",MN,54931,,44.24951,-95.61189,0.0
KCNB,Canby Airfield,MN,54923,,44.7295,-96.266,0.0
KY63,Elbow Lake Municipal Airport,MN,00182,,45.98837,-95.99353,367.28
K14Y,Todd Field Airport,MN,00179,,45.90171,-94.87275,406.3
K04W,Hinckley Field of Dreams Airport,MN,00237,,46.02437,-92.89905,311.2
KD39,Sauk Centre Municipal Airport,MN,00238,,45.70566,-94.93084,379.17
K21D,Lake Elmo Airport,MN,00180,,45.0002,-92.8549,284.07
K3N8,Mahnomen County Airport,MN,,,47.2605,-95.9281,378.99
KY49,Walker Municipal Airport,MN,,,47.1595,-94.6453,410.87
KRYM,Ray S Miller Army Airfield,MN,,,46.08997,-94.35986,350.52
KROX,"Roseau, Roseau Municipal Airport/Rudy Billberg Field",MN,04970,,48.85,-95.7,322.78
KAIZ,"Kaiser Lake Ozark, Lee C Fine Memorial Airport",MO,53931,,38.1,-92.55,264.87
KCDJ,"Chillicothe, Chillicothe Agri-Science Center",MO,53916,,39.81667,-93.58333,231.01
KCGI,"Cape Girardeau, Cape Girardeau Regional Airport",MO,03935,72329,37.22556,-89.57833,101.81
KCOU,"Columbia, Columbia Regional Airport",MO,03945,72445,38.81694,-92.21833,272.23
KDMO,"Sedalia, Sedalia Memorial Airport",MO,03994,,38.71222,-93.17444,271.64
KFAM,Farmington Airport,MO,93996,,37.76667,-90.43333,0.0
KIRK,"Kirksville, Kirksville Regional Airport",MO,14938,,40.09722,-92.54333,291.43
KJEF,"Jefferson City, Jefferson City Memorial Airport",MO,03963,,38.59444,-92.15583,165.66
KJLN,"Joplin, Joplin Regional Airport",MO,13987,,37.15611,-94.50056,296.36
KLXT,"Lee's Summit, Lee's Summit Municipal Airport",MO,53879,,38.95972,-94.37167,304.82
KMCI,"Kansas City, Kansas City International Airport",MO,03947,72446,39.29722,-94.73056,307.39
KMKC,"Kansas City, Kansas City Downtown Airport",MO,13988,,39.12083,-94.59694,226.18
KPOF,"Poplar Bluff, Poplar Bluff Municipal Airport",MO,03975,72330,36.77056,-90.32222,99.6
KSET,"St. Charles, St. Charles County Smartt Airport",MO,53904,,38.93056,-90.4325,131.78
KSGF,"Springfield, Springfield Regional Airport",MO,13995,72440,37.23972,-93.38972,391.09
KSTJ,"St. Joseph, Rosecrans Memorial Airport",MO,13993,72449,39.76806,-94.90917,246.09
KSTL,St. Louis Lambert International Airport,MO,13994,72434,38.7525,-90.37361,161.95
KSUS,"St. Louis, Spirit Of St. Louis Airport",MO,03966,,38.65722,-90.65583,139.49
KSZL,Whiteman Air Force Base,MO,13930,,38.73333,-93.55,0.0
KTBN,Fort Leonard Wood,MO,03938,,37.73333,-92.13333,0.0
KUNO,"West Plains, West Plains Municipal Airport",MO,53901,,36.87917,-91.905,373.57
KVIH,"Rolla / Vichy, Rolla National Airport",MO,13997,72442,38.13194,-91.76528,338.46
KMBY,Omar N Bradley Airport,MO,,,39.46341,-92.42638,264.26
KMYJ,Mexico Memorial Airport,MO,,,39.1575,-91.8183,250.85
KHAE,Hannibal Regional Airport,MO,00455,,39.7252,-91.4439,234.7
KSIK,Sikeston Memorial Municipal Airport,MO,,,36.8989,-89.5618,96.01
KLRY,Harrisonville Lawrence Smith Memorial Airport,MO,,,38.611,-94.3421,278.89
KEVU,Maryville Northwest Missouri Regional Airport,MO,,,40.3525,-94.915,350.52
KRCM,Skyhaven Airport,MO,00363,,38.7842,-93.8029,243.23
KLBO,LEBANON,MO,,,37.64833,-92.6525,402.64
KMAW,Malden Municipal Airport,MO,03817,,36.6005,-89.9922,92.05
KRAW,Warsaw Municipal Airport,MO,,,38.3469,-93.3454,285.29
KBBG,Branson,MO,00207,,36.5321,-93.2005,397.15
KHFJ,Monett,MO,00149,,36.9062,-94.0128,401.12
KGLY,"Clinton, MO",MO,00222,,38.3566,-93.6842,251.16
KVER,Jesse Viertel Memorial Airport,MO,00295,,38.94672,-92.68267,218.24
KFYG,Washington Regional Airport,MO,00116,,38.5876,-90.9938,149.05
KGPH,Mosby Midwest National Air Center Airport,MO,00354,,39.3325,-94.3096,237.13
KFWB,Branson West Muni - Emerson Field,MO,00451,,36.6985,-93.4022,411.18
KTKX,Kennett - Kennett Memorial Airport,MO,,,36.22256,-90.03671,79.86
KPCD,Perryville Regional Airport,MO,,,37.86867,-89.86214,113.29
KEZZ,Cameron Memorial Airport,MO,,,39.72756,-94.27639,315.77
KBIX,Keesler Air Force Base / Biloxi,MS,13820,,30.41667,-88.91667,0.0
KCBM,Columbus Air Force Base,MS,13825,,33.65,-88.45,0.0
KGLH,"Greenville, Mid Delta Regional Airport",MS,13939,74768,33.48278,-90.98556,37.84
KGPT,Gulfport - Gulfport-Biloxi International Airport,MS,93874,74757,30.41194,-89.08083,4.93
KGTR,"Columbus/West Point/Starkville, Golden Triangle Regional Airport",MS,53893,,33.45,-88.58333,0.0
KGWO,"Greenwood, Greenwood-LeFlore Airport",MS,13978,74758,33.4925,-90.08361,42.66
KHBG,"Hattiesburg, Bobby L Chain Municipal Airport",MS,13833,74759,31.26945,-89.25613,44.68
KHEZ,"Natchez, Hardy-Anders Field Natchez-Adams County Airport",MS,03961,,31.61593,-91.29724,0.0
KHKS,"Jackson, Hawkins Field Airport",MS,13927,,32.33472,-90.2225,101.67
KHSA,"Bay St. Louis, Stennis International Airport",MS,63852,,30.36778,-89.45472,7.01
KJAN,"Jackson, Jackson International Airport",MS,03940,72235,32.31972,-90.0775,90.71
KMCB,"McComb, McComb / Pike County / John E Lewis Field Airport",MS,93919,,31.17833,-90.47194,123.56
KMEI,"Meridian, Key Field",MS,13865,72234,32.33806,-88.74778,88.08
KNMM,"Meridian, Meridian Naval Air Station - McCain Field",MS,03866,,32.55194,-88.55528,82.6
KOLV,"Olive Branch, Olive Branch Airport",MS,63808,,34.97889,-89.78694,122.53
KPIB,"Hattiesburg/Laurel, Hattiesburg-Laurel Regional Airport",MS,53808,,31.46667,-89.33333,89.31
KPQL,Moss Point - Trent Lott International Airport,MS,53858,,30.46305,-88.53155,2.76
KTUP,"Tupelo, Tupelo Regional Airport",MS,93862,72332,34.26806,-88.77,103.78
KUOX,"Oxford, University-Oxford Airport",MS,53806,,34.38444,-89.53556,137.77
KVKS,Vicksburg Municipal,MS,93999,,32.23333,-90.93333,31.39
KNJW,"Meridian, Joe Williams Naval Outlying Field",MS,53849,,32.79611,-88.83167,164.59
KUTA,"Tunica, Tunica Municipal Airport",MS,23903,,34.68083,-90.34639,0.0
KDLP,WEST DELTA OIL PLATFORM,MS,00442,,29.12,-89.55,36.27
KCKM,"Fletcher Field, Clarksdale",MS,00314,,34.2997,-90.5123,53.04
KSTF,"George M Bryan Airport, Starkville",MS,00275,,33.4331,-88.8486,101.19
KCRX,Corinth,MS,00311,,34.915,-88.6035,130.15
KM40,Monroe County Airport,MS,00389,,33.87375,-88.489667,69.19
K1R7,Brookhaven-Lincoln County Airport,MS,00317,,31.6058,-90.4093,149.05
KJVW,JB Williams Airport,MS,00278,,32.30447,-90.41053,75.29
KIKT,Nakika Subsea Development Platform,MS,00459,,28.5208,-88.2889,25.3
KRNV,Cleveland Municipal Airport,MS,00474,,33.7611,-90.7579,42.67
K0R0,Columbia-Marion County Airport,MS,,,31.297,-89.8128,80.77
K5A6,Winona-Montgomery County Airport,MS,,,33.465,-89.7302,110.64
KMBO,Madison Bruce Campbell Field Airport,MS,,,32.4384,-90.1014,99.36
KPMU,Batesville Panola County,MS,,,34.3635,-89.8929,66.75
KMJD,Picayune Municipal Airport,MS,,,30.48747,-89.65119,17.07
KBHK,"Baker, Baker Municipal Airport",MT,94055,,46.34778,-104.2575,902.89
KBIL,"Billings, Billings Logan International Airport",MT,24033,72677,45.80694,-108.54222,1094.34
KBTM,"Butte, Bert Mooney Airport",MT,24135,72774,45.95472,-112.4975,1677.82
KBZN,"Bozeman, Gallatin Field",MT,24132,,45.78806,-111.16083,1350.68
KCTB,"Cut Bank, Cut Bank Municipal Airport",MT,24137,72769,48.60833,-112.37611,1171.85
KDLN,"Dillon, Dillon Airport",MT,24138,72770,45.2575,-112.55444,1584.73
KGDV,"Glendive, Dawson Community Airport",MT,24087,,47.13333,-104.8,748.89
KGFA,Malmstrom Air Force Base,MT,24112,,47.5,-111.18333,0.0
KGGW,"Glasgow, Glasgow International Airport",MT,94008,72768,48.21389,-106.62139,693.12
KGTF,"Great Falls, Great Falls International Airport",MT,24143,72775,47.47333,-111.38222,1117.67
KHLN,Helena Regional Airport,MT,24144,72772,46.60445,-111.9892,1178.12
KHVR,"Havre, Havre City-County Airport",MT,94012,72777,48.54278,-109.76333,788.18
KJDN,"Jordan, Jordan Airport",MT,94051,,47.32583,-106.9475,801.01
KLVM,"Livingston, Mission Field Airport",MT,24150,,45.69944,-110.44833,1415.92
KLWT,"Lewistown, Lewistown Municipal Airport",MT,24036,,47.04917,-109.46639,1257.4
KMLP,"Mullan Pass, Mullan Pass Vor",MT,24154,,47.45417,-115.66972,1834.6
KMLS,"Miles City, Frank Wiley Field Airport",MT,24037,74230,46.42806,-105.88639,800.23
KMSO,"Missoula, Missoula International Airport",MT,24153,72773,46.92083,-114.0925,973.84
KOLF,"Wolf Point, Clayton Airport",MT,94017,,48.09444,-105.57722,604.69
KSDY,Sidney-Richland,MT,94028,,47.7,-104.2,603.5
KPWD,Sher-Wood Airport,MT,,,48.789,-104.52297,685.8
KWYS,West Yellowstone,MT,94163,,44.68333,-111.11667,0.0
KGPI,"Kalispell, Glacier Park International Airport",MT,24146,72779,48.30417,-114.26361,903.16
KRVF,Ruby Valley Field Airport,MT,,,45.53542,-112.30228,1458.99
KEKS,Ennis - Big Sky Airport,MT,,,45.27436,-111.64886,1640.74
K6S8,Laurel Municipal Airport,MT,,,45.70517,-108.76077,1071.98
KM75,Malta Airport,MT,,,48.36694,-107.91934,687.02
K6S0,Big Timber Airport,MT,24093,,45.80647,-109.97826,1247.85
KMVH,N BAR Ranch Airport,MT,,,46.8381,-108.9368,1355.14
K00U,Big Horn County Airport,MT,,,45.74439,-107.66044,922.02
K2DP,Dare County Gunnery Range,NC,93742,74695,35.66667,-75.9,0.0
KAKH,Gastonia Municipal Airport,NC,53870,,35.19687,-81.15545,241.54
KASJ,"Ahoskie, Tri-County Airport",NC,93796,,36.2975,-77.17083,20.73
KAVL,"Asheville, Asheville Regional Airport",NC,03812,72315,35.43194,-82.5375,645.57
KBUY,Burlington Alamance Regional Airport,NC,93783,,36.04753,-79.47375,184.95
KCLT,"Charlotte, Charlotte / Douglas International Airport",NC,13881,72314,35.21333,-80.94861,222.64
KCPC,"Whiteville, Columbus County Municipal Airport",NC,93799,,34.27278,-78.715,29.87
KCTZ,Sampson County Airport,NC,03727,,34.97522,-78.36276,45.11
KDPL,Duplin County Airport,NC,03702,,34.99942,-77.97995,41.76
KECG,Elizabeth City C/G Regional Airport,NC,13786,72307,36.25771,-76.1716,1.69
KEDE,"Edenton, Northeastern Regional Airport",NC,03703,,36.02778,-76.56722,6.1
KEQY,"Monroe, Monroe Airport",NC,53872,,35.01694,-80.62056,204.42
KEWN,"New Bern, Craven County Regional Airport",NC,93719,,35.0675,-77.04722,3.23
KEXX,"Lexington, Davidson County Airport",NC,53888,,35.78111,-80.30389,223.42
KFAY,"Fayetteville, Fayetteville Regional Airport",NC,93740,,34.98944,-78.88,56.66
KFBG,Fort Bragg / Simmons Army Airfield,NC,93737,74693,35.1314,-78.93158,0.0
KFQD,"Rutherfordton, Rutherford County-Marchman Field Airport",NC,53890,,35.42833,-81.935,328.57
KGEV,Jefferson - Ashe County Airport,NC,53892,,36.43333,-81.41667,969.26
KGSB,Seymour-Johnson Air Force Base,NC,13713,,35.34457,-77.94583,33.22
KGSO,"Greensboro, Piedmont Triad International Airport",NC,13723,72317,36.0975,-79.94361,276.51
KGWW,"Goldsboro, Goldsboro-Wayne Municipal Airport",NC,03708,,35.46056,-77.965,40.84
KHBI,"Asheboro, Asheboro Municipal Airport",NC,03709,,35.65389,-79.895,205.13
KHFF,Mackall U. S. Army Airfield,NC,93747,,35.03333,-79.5,0.0
KHKY,"Hickory, Hickory Regional Airport",NC,03810,72301,35.74222,-81.38222,356.57
KHNZ,Henderson-Oxford Airport,NC,03711,,36.36352,-78.52889,160.63
KHRJ,"Erwin, Harnett County Airport",NC,03712,,35.37861,-78.73361,60.35
KHSE,"Hatteras, Mitchell Field",NC,93729,72304,35.23222,-75.6225,3.76
